attraction,time,availablebicycles,availabledock,replication,
Dock B,1911,79,1,10,
Dock B,1911,80,0,10,
Bicycle A,1912,52,28,10,
Bicycle A,1913,51,29,10,
Dock B,1913,79,1,10,
Dock B,1913,80,0,10,
Dock C,1913,49,31,10,
Bicycle D,1914,79,1,10,
Dock D,1914,80,0,10,
Bicycle A,1914,50,30,10,
Dock A,1916,51,29,10,
Dock B,1916,79,1,10,
Dock B,1916,80,0,10,
Bicycle C,1916,48,32,10,
Dock C,1916,49,31,10,
Dock C,1917,50,30,10,
Bicycle A,1917,50,30,10,
Dock C,1919,51,29,10,
Dock C,1919,52,28,10,
Bicycle C,1919,51,29,10,
Bicycle C,1920,50,30,10,
Bicycle D,1921,79,1,10,
Dock D,1921,80,0,10,
Bicycle D,1922,79,1,10,
Dock D,1923,80,0,10,
Dock A,1925,51,29,10,
Dock A,1925,52,28,10,
Bicycle A,1926,51,29,10,
Dock C,1927,51,29,10,
Bicycle A,1927,50,30,10,
Bicycle A,1927,49,31,10,
Dock B,1927,79,1,10,
Dock B,1927,80,0,10,
Bicycle D,1927,79,1,10,
Dock D,1928,80,0,10,
Bicycle D,1929,79,1,10,
Bicycle D,1930,78,2,10,
Dock D,1930,79,1,10,
Dock A,1931,50,30,10,
Dock A,1931,51,29,10,
Bicycle A,1932,50,30,10,
Dock A,1932,51,29,10,
Dock C,1934,52,28,10,
Dock B,1936,79,1,10,
Dock B,1936,80,0,10,
Bicycle A,1937,50,30,10,
Bicycle A,1938,49,31,10,
Bicycle D,1938,78,2,10,
Dock B,1938,79,1,10,
Dock B,1938,80,0,10,
Bicycle C,1939,51,29,10,
Dock A,1940,50,30,10,
Bicycle A,1940,49,31,10,
Bicycle A,1942,48,32,10,
Dock C,1943,52,28,10,
Dock B,1943,79,1,10,
Dock B,1943,80,0,10,
Bicycle C,1943,51,29,10,
Bicycle C,1944,50,30,10,
Dock C,1945,51,29,10,
Dock B,1946,79,1,10,
Dock B,1946,80,0,10,
Bicycle A,1947,47,33,10,
Bicycle A,1950,46,34,10,
Dock C,1951,52,28,10,
Bicycle C,1953,51,29,10,
Dock D,1953,79,1,10,
Bicycle D,1953,78,2,10,
Dock D,1953,79,1,10,
Dock C,1953,52,28,10,
Dock D,1955,80,0,10,
Bicycle C,1955,51,29,10,
Dock A,1955,47,33,10,
Bicycle C,1958,50,30,10,
Bicycle D,1958,79,1,10,
Bicycle C,1960,49,31,10,
Dock A,1960,48,32,10,
Dock B,1961,79,1,10,
Dock B,1961,80,0,10,
Dock D,1962,80,0,10,
Bicycle A,1963,47,33,10,
Bicycle A,1964,46,34,10,
Dock B,1965,79,1,10,
Dock B,1965,80,0,10,
Bicycle A,1966,45,35,10,
Dock C,1967,50,30,10,
Bicycle A,1968,44,36,10,
Dock B,1970,79,1,10,
Dock B,1970,80,0,10,
Bicycle D,1971,79,1,10,
Dock D,1971,80,0,10,
Dock A,1974,45,35,10,
Dock C,1976,51,29,10,
Dock C,1976,52,28,10,
Bicycle D,1980,79,1,10,
Dock D,1980,80,0,10,
Bicycle D,1980,79,1,10,
Dock D,1980,80,0,10,
Bicycle A,1981,44,36,10,
Dock A,1984,45,35,10,
Dock A,1984,46,34,10,
Bicycle C,1985,51,29,10,
Dock B,1987,79,1,10,
Dock B,1987,80,0,10,
Bicycle A,1990,45,35,10,
Bicycle D,1993,79,1,10,
Bicycle D,1994,78,2,10,
Dock D,1994,79,1,10,
Dock A,1995,46,34,10,
Dock B,1996,79,1,10,
Dock B,1996,80,0,10,
Dock A,1996,47,33,10,
Dock C,1997,52,28,10,
Dock B,1997,79,1,10,
Dock B,1997,80,0,10,
Dock B,2002,79,1,10,
Dock B,2002,80,0,10,
Dock B,2004,79,1,10,
Dock B,2004,80,0,10,
Dock C,2004,53,27,10,
Dock C,2005,54,26,10,
Bicycle D,2005,78,2,10,
Bicycle C,2006,53,27,10,
Dock B,2006,79,1,10,
Dock B,2006,80,0,10,
Bicycle C,2006,52,28,10,
Bicycle D,2008,77,3,10,
Bicycle A,2008,46,34,10,
Bicycle C,2008,51,29,10,
Bicycle D,2009,76,4,10,
Bicycle A,2009,45,35,10,
Dock C,2010,52,28,10,
Dock A,2010,46,34,10,
Dock C,2011,53,27,10,
Dock A,2012,47,33,10,
Dock B,2013,79,1,10,
Dock B,2013,80,0,10,
Dock A,2013,48,32,10,
Dock C,2013,54,26,10,
Dock D,2015,77,3,10,
Dock D,2015,78,2,10,
Dock B,2016,79,1,10,
Dock B,2016,80,0,10,
Dock D,2018,79,1,10,
Dock C,2020,55,25,10,
Bicycle C,2020,54,26,10,
Bicycle A,2022,47,33,10,
Dock C,2023,55,25,10,
Dock B,2024,79,1,10,
Dock B,2024,80,0,10,
Bicycle A,2026,46,34,10,
Bicycle D,2027,78,2,10,
Dock D,2029,79,1,10,
Dock A,2030,47,33,10,
Dock C,2032,56,24,10,
Bicycle A,2034,46,34,10,
Dock B,2034,79,1,10,
Dock B,2034,80,0,10,
Bicycle D,2034,78,2,10,
Bicycle A,2035,45,35,10,
Dock B,2035,79,1,10,
Dock B,2035,80,0,10,
Dock B,2036,79,1,10,
Dock B,2036,80,0,10,
Bicycle A,2036,44,36,10,
Bicycle C,2036,55,25,10,
Bicycle A,2038,43,37,10,
Bicycle C,2038,54,26,10,
Dock A,2038,44,36,10,
Dock B,2038,79,1,10,
Dock B,2038,80,0,10,
Bicycle A,2039,43,37,10,
Bicycle C,2039,53,27,10,
Bicycle D,2041,77,3,10,
Bicycle C,2041,52,28,10,
Bicycle D,2042,76,4,10,
Dock C,2042,53,27,10,
Dock C,2043,54,26,10,
Bicycle C,2043,53,27,10,
Dock D,2043,77,3,10,
Dock C,2043,54,26,10,
Bicycle C,2043,53,27,10,
Dock A,2044,44,36,10,
Dock B,2045,79,1,10,
Dock B,2045,80,0,10,
Dock A,2045,45,35,10,
Dock C,2046,54,26,10,
Bicycle D,2046,76,4,10,
Bicycle C,2046,53,27,10,
Dock D,2047,77,3,10,
Bicycle D,2048,76,4,10,
Dock A,2048,46,34,10,
Dock D,2048,77,3,10,
Dock B,2049,79,1,10,
Dock B,2049,80,0,10,
Bicycle D,2049,76,4,10,
Dock D,2050,77,3,10,
Dock A,2051,47,33,10,
Dock B,2051,79,1,10,
Dock B,2051,80,0,10,
Dock C,2052,54,26,10,
Dock A,2052,48,32,10,
Dock D,2052,78,2,10,
Dock D,2053,79,1,10,
Bicycle D,2053,78,2,10,
Dock D,2055,79,1,10,
Bicycle C,2056,53,27,10,
Dock C,2056,54,26,10,
Dock A,2056,49,31,10,
Dock B,2058,79,1,10,
Dock B,2058,80,0,10,
Bicycle C,2058,53,27,10,
Dock B,2059,79,1,10,
Dock B,2059,80,0,10,
Bicycle D,2060,78,2,10,
Bicycle A,2062,48,32,10,
Bicycle A,2062,47,33,10,
Dock A,2063,48,32,10,
Dock C,2063,54,26,10,
Bicycle C,2064,53,27,10,
Bicycle A,2064,47,33,10,
Dock C,2064,54,26,10,
Bicycle A,2065,46,34,10,
Dock D,2065,79,1,10,
Dock D,2066,80,0,10,
Dock C,2066,55,25,10,
Dock B,2068,79,1,10,
Dock B,2068,80,0,10,
Dock B,2069,79,1,10,
Dock B,2069,80,0,10,
Bicycle D,2071,79,1,10,
Dock B,2072,79,1,10,
Dock B,2072,80,0,10,
Dock D,2073,80,0,10,
Dock B,2073,79,1,10,
Dock B,2073,80,0,10,
Dock A,2074,47,33,10,
Bicycle D,2074,79,1,10,
Dock C,2074,56,24,10,
Bicycle A,2074,46,34,10,
Bicycle A,2075,45,35,10,
Bicycle A,2077,44,36,10,
Dock A,2077,45,35,10,
Dock C,2077,57,23,10,
Dock C,2079,58,22,10,
Bicycle A,2079,44,36,10,
Bicycle A,2079,43,37,10,
Bicycle C,2080,57,23,10,
Bicycle D,2080,78,2,10,
Bicycle C,2080,56,24,10,
Dock C,2080,57,23,10,
Dock B,2081,79,1,10,
Dock B,2081,80,0,10,
Dock A,2082,44,36,10,
Bicycle D,2082,77,3,10,
Dock A,2086,45,35,10,
Bicycle A,2087,44,36,10,
Bicycle A,2087,43,37,10,
Dock C,2088,58,22,10,
Dock D,2089,78,2,10,
Bicycle D,2089,77,3,10,
Dock D,2089,78,2,10,
Bicycle C,2091,57,23,10,
Dock B,2091,79,1,10,
Dock B,2091,80,0,10,
Bicycle D,2091,77,3,10,
Dock A,2091,44,36,10,
Dock A,2094,45,35,10,
Dock B,2095,79,1,10,
Dock B,2095,80,0,10,
Bicycle C,2095,56,24,10,
Bicycle C,2095,55,25,10,
Bicycle A,2095,44,36,10,
Bicycle C,2096,54,26,10,
Bicycle C,2100,53,27,10,
Bicycle D,2100,76,4,10,
Dock D,2100,77,3,10,
Dock C,2101,54,26,10,
Dock B,2102,79,1,10,
Dock B,2102,80,0,10,
Dock D,2103,78,2,10,
Bicycle D,2103,77,3,10,
Bicycle D,2104,76,4,10,
Dock A,2104,45,35,10,
Dock C,2104,55,25,10,
Dock D,2105,77,3,10,
Bicycle A,2106,44,36,10,
Dock A,2106,45,35,10,
Bicycle A,2107,44,36,10,
Dock B,2107,79,1,10,
Dock B,2107,80,0,10,
Dock A,2108,45,35,10,
Dock D,2109,78,2,10,
Dock D,2109,79,1,10,
Dock B,2111,79,1,10,
Dock B,2111,80,0,10,
Dock C,2111,56,24,10,
Bicycle D,2114,78,2,10,
Dock C,2114,57,23,10,
Bicycle A,2115,44,36,10,
Dock A,2116,45,35,10,
Dock B,2116,79,1,10,
Dock B,2116,80,0,10,
Dock B,2118,79,1,10,
Dock B,2118,80,0,10,
Bicycle C,2118,56,24,10,
Dock C,2120,57,23,10,
Bicycle C,2121,56,24,10,
Dock C,2122,57,23,10,
Dock C,2125,58,22,10,
Bicycle D,2126,77,3,10,
Dock D,2126,78,2,10,
Dock A,2128,46,34,10,
Dock D,2130,79,1,10,
Bicycle D,2130,78,2,10,
Dock A,2133,47,33,10,
Bicycle D,2135,77,3,10,
Bicycle D,2136,76,4,10,
Dock A,2137,48,32,10,
Dock A,2138,49,31,10,
Bicycle A,2142,48,32,10,
Dock B,2146,79,1,10,
Dock B,2146,80,0,10,
Bicycle A,2147,47,33,10,
Bicycle D,2147,75,5,10,
Bicycle A,2148,46,34,10,
Dock A,2149,47,33,10,
Bicycle C,2150,57,23,10,
Bicycle C,2153,56,24,10,
Dock B,2154,79,1,10,
Dock B,2154,80,0,10,
Dock B,2156,79,1,10,
Dock B,2156,80,0,10,
Dock C,2156,57,23,10,
Bicycle A,2156,46,34,10,
Bicycle C,2157,56,24,10,
Bicycle D,2159,74,6,10,
Dock D,2159,75,5,10,
Bicycle C,22,79,1,11,
Dock B,25,79,1,11,
Bicycle C,30,78,2,11,
Bicycle C,32,77,3,11,
Bicycle D,33,79,1,11,
Dock D,33,80,0,11,
Dock C,35,78,2,11,
Bicycle A,35,79,1,11,
Dock A,36,80,0,11,
Bicycle A,37,79,1,11,
Dock B,37,78,2,11,
Bicycle D,41,79,1,11,
Dock D,41,80,0,11,
Dock B,42,79,1,11,
Bicycle A,42,78,2,11,
Dock A,44,79,1,11,
Dock B,44,80,0,11,
Dock C,45,79,1,11,
Bicycle A,47,78,2,11,
Bicycle D,47,79,1,11,
Dock D,47,80,0,11,
Dock A,49,79,1,11,
Bicycle C,52,78,2,11,
Bicycle D,56,79,1,11,
Bicycle D,58,78,2,11,
Bicycle A,58,78,2,11,
Dock A,58,79,1,11,
Bicycle D,59,77,3,11,
Dock D,60,78,2,11,
Dock A,61,80,0,11,
Bicycle C,61,77,3,11,
Bicycle A,62,79,1,11,
Dock A,62,80,0,11,
Dock B,62,79,1,11,
Dock B,62,80,0,11,
Bicycle C,63,76,4,11,
Dock B,66,79,1,11,
Dock B,66,80,0,11,
Bicycle A,66,79,1,11,
Dock C,70,77,3,11,
Dock D,71,79,1,11,
Dock C,74,78,2,11,
Bicycle A,74,78,2,11,
Dock D,77,80,0,11,
Bicycle D,78,79,1,11,
Bicycle C,78,77,3,11,
Bicycle D,79,78,2,11,
Dock B,79,79,1,11,
Dock B,79,80,0,11,
Bicycle A,79,77,3,11,
Bicycle D,79,77,3,11,
Dock A,81,78,2,11,
Dock A,82,79,1,11,
Dock A,82,80,0,11,
Bicycle A,83,79,1,11,
Bicycle D,84,76,4,11,
Bicycle D,84,75,5,11,
Bicycle C,86,76,4,11,
Dock D,86,76,4,11,
Dock A,86,80,0,11,
Dock C,88,77,3,11,
Bicycle A,96,79,1,11,
Dock A,96,80,0,11,
Bicycle C,97,76,4,11,
Dock B,97,79,1,11,
Dock B,97,80,0,11,
Dock D,97,77,3,11,
Bicycle A,99,79,1,11,
Bicycle A,99,78,2,11,
Bicycle A,102,77,3,11,
Bicycle D,103,76,4,11,
Dock C,103,77,3,11,
Dock D,104,77,3,11,
Bicycle D,105,76,4,11,
Dock A,106,78,2,11,
Bicycle A,107,77,3,11,
Bicycle A,107,76,4,11,
Bicycle C,107,76,4,11,
Dock B,108,79,1,11,
Dock B,108,80,0,11,
Bicycle C,109,75,5,11,
Dock B,109,79,1,11,
Dock B,109,80,0,11,
Bicycle D,110,75,5,11,
Dock A,110,77,3,11,
Dock A,113,78,2,11,
Bicycle C,114,74,6,11,
Bicycle D,114,74,6,11,
Dock C,115,75,5,11,
Bicycle C,117,74,6,11,
Dock A,117,79,1,11,
Bicycle A,117,78,2,11,
Dock D,117,75,5,11,
Dock C,118,75,5,11,
Bicycle A,119,77,3,11,
Dock D,120,76,4,11,
Bicycle A,121,76,4,11,
Bicycle C,122,74,6,11,
Bicycle A,124,75,5,11,
Bicycle D,124,75,5,11,
Dock D,124,76,4,11,
Dock D,125,77,3,11,
Bicycle D,126,76,4,11,
Bicycle C,126,73,7,11,
Dock A,127,76,4,11,
Bicycle C,128,72,8,11,
Bicycle D,129,75,5,11,
Dock B,129,79,1,11,
Dock B,129,80,0,11,
Bicycle C,129,71,9,11,
Dock A,130,77,3,11,
Bicycle D,131,74,6,11,
Dock A,132,78,2,11,
Dock D,134,75,5,11,
Dock D,134,76,4,11,
Dock A,135,79,1,11,
Dock B,135,79,1,11,
Dock B,135,80,0,11,
Dock D,136,77,3,11,
Dock D,136,78,2,11,
Bicycle C,137,70,10,11,
Dock C,140,71,9,11,
Bicycle A,141,78,2,11,
Bicycle D,142,77,3,11,
Dock B,143,79,1,11,
Dock B,143,80,0,11,
Dock C,145,72,8,11,
Dock A,146,79,1,11,
Dock B,147,79,1,11,
Dock B,147,80,0,11,
Bicycle A,147,78,2,11,
Bicycle A,148,77,3,11,
Dock C,149,73,7,11,
Dock D,150,78,2,11,
Bicycle A,151,76,4,11,
Dock B,151,79,1,11,
Dock B,151,80,0,11,
Bicycle C,151,72,8,11,
Bicycle D,153,77,3,11,
Dock C,154,73,7,11,
Dock B,156,79,1,11,
Dock B,156,80,0,11,
Bicycle A,156,75,5,11,
Dock A,156,76,4,11,
Bicycle A,157,75,5,11,
Dock C,158,74,6,11,
Dock D,158,78,2,11,
Bicycle A,160,74,6,11,
Bicycle D,161,77,3,11,
Bicycle D,162,76,4,11,
Bicycle D,162,75,5,11,
Bicycle D,162,74,6,11,
Bicycle D,162,73,7,11,
Dock A,164,75,5,11,
Dock A,164,76,4,11,
Dock A,165,77,3,11,
Bicycle A,165,76,4,11,
Dock A,165,77,3,11,
Bicycle D,166,72,8,11,
Dock A,166,78,2,11,
Dock B,168,79,1,11,
Dock B,168,80,0,11,
Dock C,169,75,5,11,
Bicycle C,170,74,6,11,
Dock A,170,79,1,11,
Bicycle D,171,71,9,11,
Bicycle C,172,73,7,11,
Dock C,173,74,6,11,
Bicycle D,175,70,10,11,
Dock A,176,80,0,11,
Dock B,177,79,1,11,
Dock B,177,80,0,11,
Dock D,177,71,9,11,
Dock B,178,79,1,11,
Dock B,178,80,0,11,
Bicycle C,182,73,7,11,
Dock D,183,72,8,11,
Dock B,184,79,1,11,
Dock B,184,80,0,11,
Bicycle A,184,79,1,11,
Dock A,184,80,0,11,
Dock C,185,74,6,11,
Bicycle A,185,79,1,11,
Bicycle A,185,78,2,11,
Dock B,186,79,1,11,
Dock B,186,80,0,11,
Bicycle A,186,77,3,11,
Bicycle A,186,76,4,11,
Dock C,187,75,5,11,
Bicycle A,189,75,5,11,
Bicycle A,189,74,6,11,
Bicycle C,189,74,6,11,
Bicycle A,190,73,7,11,
Dock B,191,79,1,11,
Dock B,191,80,0,11,
Dock C,191,75,5,11,
Dock D,193,73,7,11,
Dock C,194,76,4,11,
Bicycle C,194,75,5,11,
Dock D,198,74,6,11,
Dock B,198,79,1,11,
Dock B,198,80,0,11,
Dock C,199,76,4,11,
Dock B,199,79,1,11,
Dock B,199,80,0,11,
Bicycle C,203,75,5,11,
Dock C,204,76,4,11,
Bicycle A,204,72,8,11,
Bicycle C,205,75,5,11,
Bicycle D,206,73,7,11,
Dock C,207,76,4,11,
Dock B,208,79,1,11,
Dock B,208,80,0,11,
Dock A,209,73,7,11,
Dock D,209,74,6,11,
Dock D,210,75,5,11,
Bicycle D,211,74,6,11,
Dock A,213,74,6,11,
Dock D,214,75,5,11,
Bicycle D,214,74,6,11,
Dock B,215,79,1,11,
Dock B,215,80,0,11,
Dock C,216,77,3,11,
Bicycle C,217,76,4,11,
Bicycle A,217,73,7,11,
Dock A,217,74,6,11,
Dock B,220,79,1,11,
Dock B,220,80,0,11,
Bicycle D,221,73,7,11,
Bicycle A,223,73,7,11,
Dock B,223,79,1,11,
Dock B,223,80,0,11,
Bicycle C,223,75,5,11,
Dock C,223,76,4,11,
Bicycle D,223,72,8,11,
Dock A,225,74,6,11,
Dock C,225,77,3,11,
Bicycle C,226,76,4,11,
Dock A,226,75,5,11,
Dock D,229,73,7,11,
Bicycle D,229,72,8,11,
Bicycle C,230,75,5,11,
Dock D,230,73,7,11,
Dock C,230,76,4,11,
Dock B,230,79,1,11,
Dock B,230,80,0,11,
Dock B,232,79,1,11,
Dock B,232,80,0,11,
Dock A,233,76,4,11,
Bicycle D,233,72,8,11,
Dock D,234,73,7,11,
Dock B,237,79,1,11,
Dock B,237,80,0,11,
Dock A,237,77,3,11,
Dock D,237,74,6,11,
Dock C,239,77,3,11,
Bicycle C,239,76,4,11,
Dock C,240,77,3,11,
Bicycle A,240,76,4,11,
Dock B,241,79,1,11,
Dock B,241,80,0,11,
Dock B,242,79,1,11,
Dock B,242,80,0,11,
Dock B,243,79,1,11,
Dock B,243,80,0,11,
Dock C,243,78,2,11,
Bicycle D,243,73,7,11,
Bicycle D,244,72,8,11,
Bicycle D,245,71,9,11,
Dock A,246,77,3,11,
Dock A,247,78,2,11,
Dock D,247,72,8,11,
Dock C,248,79,1,11,
Dock A,249,79,1,11,
Dock C,249,80,0,11,
Bicycle C,255,79,1,11,
Dock C,255,80,0,11,
Bicycle C,256,79,1,11,
Bicycle D,260,71,9,11,
Dock B,260,79,1,11,
Dock B,260,80,0,11,
Bicycle D,262,70,10,11,
Bicycle C,262,78,2,11,
Dock D,262,71,9,11,
Dock A,264,80,0,11,
Dock D,264,72,8,11,
Bicycle C,265,77,3,11,
Bicycle D,268,71,9,11,
Bicycle C,268,76,4,11,
Bicycle C,268,75,5,11,
Dock C,269,76,4,11,
Dock D,272,72,8,11,
Dock B,274,79,1,11,
Dock B,274,80,0,11,
Dock B,274,79,1,11,
Dock B,274,80,0,11,
Dock B,274,79,1,11,
Dock B,274,80,0,11,
Bicycle D,275,71,9,11,
Bicycle A,276,79,1,11,
Dock A,276,80,0,11,
Dock D,276,72,8,11,
Dock D,277,73,7,11,
Bicycle A,277,79,1,11,
Dock A,277,80,0,11,
Dock D,278,74,6,11,
Bicycle A,278,79,1,11,
Dock A,278,80,0,11,
Bicycle A,279,79,1,11,
Dock C,280,77,3,11,
Dock C,281,78,2,11,
Bicycle A,282,78,2,11,
Dock B,283,79,1,11,
Dock B,283,80,0,11,
Dock C,284,79,1,11,
Bicycle A,287,77,3,11,
Bicycle C,290,78,2,11,
Bicycle D,291,73,7,11,
Dock C,291,79,1,11,
Bicycle C,292,78,2,11,
Dock A,293,78,2,11,
Bicycle C,293,77,3,11,
Bicycle A,294,77,3,11,
Dock B,296,79,1,11,
Dock B,296,80,0,11,
Bicycle D,299,72,8,11,
Bicycle D,299,71,9,11,
Dock D,299,72,8,11,
Dock B,299,79,1,11,
Dock B,299,80,0,11,
Dock D,299,73,7,11,
Bicycle D,300,72,8,11,
Dock A,301,78,2,11,
Dock D,302,73,7,11,
Dock A,302,79,1,11,
Dock A,303,80,0,11,
Dock C,304,78,2,11,
Bicycle A,304,79,1,11,
Dock C,307,79,1,11,
Bicycle D,311,72,8,11,
Bicycle C,312,78,2,11,
Dock B,313,79,1,11,
Dock B,313,80,0,11,
Bicycle C,314,77,3,11,
Dock A,314,80,0,11,
Bicycle A,316,79,1,11,
Bicycle D,317,71,9,11,
Dock B,318,79,1,11,
Dock B,318,80,0,11,
Dock D,320,72,8,11,
Dock A,320,80,0,11,
Dock C,321,78,2,11,
Dock D,323,73,7,11,
Bicycle C,325,77,3,11,
Bicycle A,327,79,1,11,
Bicycle A,327,78,2,11,
Bicycle A,328,77,3,11,
Dock C,330,78,2,11,
Bicycle D,334,72,8,11,
Dock D,335,73,7,11,
Dock A,336,78,2,11,
Bicycle D,338,72,8,11,
Dock A,340,79,1,11,
Dock B,341,79,1,11,
Dock B,341,80,0,11,
Bicycle D,341,71,9,11,
Bicycle A,341,78,2,11,
Bicycle A,343,77,3,11,
Bicycle D,343,70,10,11,
Dock A,344,78,2,11,
Bicycle A,345,77,3,11,
Bicycle A,346,76,4,11,
Dock C,348,79,1,11,
Dock A,348,77,3,11,
Bicycle D,350,69,11,11,
Bicycle C,352,78,2,11,
Dock A,353,78,2,11,
Bicycle D,356,68,12,11,
Dock A,359,79,1,11,
Dock B,361,79,1,11,
Dock B,361,80,0,11,
Dock D,362,69,11,11,
Bicycle A,362,78,2,11,
Bicycle A,363,77,3,11,
Bicycle A,366,76,4,11,
Dock C,368,79,1,11,
Bicycle A,368,75,5,11,
Bicycle A,370,74,6,11,
Bicycle A,370,73,7,11,
Bicycle D,374,68,12,11,
Bicycle C,374,78,2,11,
Bicycle A,376,72,8,11,
Bicycle A,377,71,9,11,
Dock A,377,72,8,11,
Dock D,383,69,11,11,
Bicycle D,383,68,12,11,
Dock A,386,73,7,11,
Bicycle C,391,77,3,11,
Bicycle A,392,72,8,11,
Bicycle C,394,76,4,11,
Dock B,397,79,1,11,
Dock B,397,80,0,11,
Bicycle C,398,75,5,11,
Dock B,400,79,1,11,
Dock B,400,80,0,11,
Dock B,401,79,1,11,
Dock B,401,80,0,11,
Dock D,401,69,11,11,
Dock D,403,70,10,11,
Dock C,405,76,4,11,
Bicycle A,406,71,9,11,
Bicycle D,406,69,11,11,
Bicycle A,409,70,10,11,
Dock D,410,70,10,11,
Dock A,410,71,9,11,
Bicycle A,411,70,10,11,
Bicycle A,412,69,11,11,
Dock C,412,77,3,11,
Dock C,413,78,2,11,
Bicycle D,414,69,11,11,
Bicycle C,416,77,3,11,
Dock A,417,70,10,11,
Bicycle A,421,69,11,11,
Bicycle C,421,76,4,11,
Bicycle D,424,68,12,11,
Dock D,424,69,11,11,
Bicycle D,425,68,12,11,
Dock A,427,70,10,11,
Dock B,427,79,1,11,
Dock B,427,80,0,11,
Dock A,429,71,9,11,
Dock D,430,69,11,11,
Bicycle A,432,70,10,11,
Dock C,434,77,3,11,
Dock B,434,79,1,11,
Dock B,434,80,0,11,
Bicycle A,434,69,11,11,
Dock B,437,79,1,11,
Dock B,437,80,0,11,
Dock B,439,79,1,11,
Dock B,439,80,0,11,
Bicycle C,439,76,4,11,
Bicycle C,441,75,5,11,
Dock C,441,76,4,11,
Bicycle D,442,68,12,11,
Bicycle D,442,67,13,11,
Bicycle A,443,68,12,11,
Dock C,443,77,3,11,
Dock A,445,69,11,11,
Dock A,446,70,10,11,
Dock D,447,68,12,11,
Dock C,448,78,2,11,
Bicycle D,450,67,13,11,
Bicycle C,451,77,3,11,
Bicycle D,452,66,14,11,
Dock A,453,71,9,11,
Bicycle D,453,65,15,11,
Dock B,455,79,1,11,
Dock B,455,80,0,11,
Bicycle A,456,70,10,11,
Bicycle C,456,76,4,11,
Dock D,456,66,14,11,
Bicycle A,456,69,11,11,
Bicycle D,457,65,15,11,
Dock A,457,70,10,11,
Dock A,457,71,9,11,
Dock B,458,79,1,11,
Dock B,458,80,0,11,
Dock B,458,79,1,11,
Dock B,458,80,0,11,
Dock D,459,66,14,11,
Dock B,459,79,1,11,
Dock B,459,80,0,11,
Dock A,460,72,8,11,
Bicycle A,460,71,9,11,
Dock B,461,79,1,11,
Dock B,461,80,0,11,
Dock C,461,77,3,11,
Dock B,462,79,1,11,
Dock B,462,80,0,11,
Dock D,462,67,13,11,
Dock B,463,79,1,11,
Dock B,463,80,0,11,
Dock C,464,78,2,11,
Dock C,465,79,1,11,
Dock C,465,80,0,11,
Dock B,469,79,1,11,
Dock B,469,80,0,11,
Bicycle C,470,79,1,11,
Dock C,470,80,0,11,
Bicycle D,471,66,14,11,
Bicycle C,472,79,1,11,
Dock C,472,80,0,11,
Bicycle D,473,65,15,11,
Dock B,473,79,1,11,
Dock B,473,80,0,11,
Dock A,474,72,8,11,
Dock A,475,73,7,11,
Bicycle D,476,64,16,11,
Bicycle C,476,79,1,11,
Dock C,476,80,0,11,
Bicycle C,477,79,1,11,
Dock A,479,74,6,11,
Dock C,480,80,0,11,
Bicycle D,481,63,17,11,
Bicycle A,481,73,7,11,
Dock D,482,64,16,11,
Dock D,482,65,15,11,
Bicycle D,482,64,16,11,
Dock A,483,74,6,11,
Dock D,485,65,15,11,
Dock A,485,75,5,11,
Bicycle A,486,74,6,11,
Dock B,486,79,1,11,
Dock B,486,80,0,11,
Dock B,487,79,1,11,
Dock B,487,80,0,11,
Dock D,488,66,14,11,
Bicycle D,489,65,15,11,
Dock B,489,79,1,11,
Dock B,489,80,0,11,
Dock B,492,79,1,11,
Dock B,492,80,0,11,
Dock A,492,75,5,11,
Bicycle A,493,74,6,11,
Bicycle A,493,73,7,11,
Bicycle D,493,64,16,11,
Bicycle C,494,79,1,11,
Dock C,494,80,0,11,
Bicycle D,494,63,17,11,
Bicycle A,495,72,8,11,
Dock A,495,73,7,11,
Bicycle C,496,79,1,11,
Dock C,496,80,0,11,
Bicycle C,496,79,1,11,
Dock C,496,80,0,11,
Dock A,497,74,6,11,
Dock B,497,79,1,11,
Dock B,497,80,0,11,
Bicycle C,500,79,1,11,
Dock C,500,80,0,11,
Bicycle A,501,73,7,11,
Dock B,501,79,1,11,
Dock B,501,80,0,11,
Dock D,502,64,16,11,
Bicycle C,504,79,1,11,
Dock C,504,80,0,11,
Bicycle D,505,63,17,11,
Bicycle D,505,62,18,11,
Bicycle C,505,79,1,11,
Bicycle A,505,72,8,11,
Dock D,505,63,17,11,
Dock B,506,79,1,11,
Dock B,506,80,0,11,
Dock C,508,80,0,11,
Dock A,508,73,7,11,
Dock A,509,74,6,11,
Dock D,510,64,16,11,
Dock D,510,65,15,11,
Bicycle A,510,73,7,11,
Bicycle C,511,79,1,11,
Dock C,511,80,0,11,
Bicycle D,513,64,16,11,
Dock B,515,79,1,11,
Dock B,515,80,0,11,
Bicycle C,516,79,1,11,
Dock C,516,80,0,11,
Dock D,516,65,15,11,
Dock A,516,74,6,11,
Bicycle C,517,79,1,11,
Bicycle A,518,73,7,11,
Dock D,518,66,14,11,
Dock D,519,67,13,11,
Bicycle C,521,78,2,11,
Bicycle D,521,66,14,11,
Dock C,521,79,1,11,
Bicycle C,522,78,2,11,
Dock B,524,79,1,11,
Dock B,524,80,0,11,
Dock A,525,74,6,11,
Dock B,525,79,1,11,
Dock B,525,80,0,11,
Bicycle C,525,77,3,11,
Dock D,526,67,13,11,
